RT,Area,Metabolite,Confidence,SampleID
26.3498,2.73E+03,"3,4-Secocondyfolan-3-one, 1-acetyl-14,19-dihydroxy-10,11-dimethoxy-4-methyl-, (2á,7á,14.xi.,15à)-",44.02%,M7-2
14.1632,2.71E+03,[1051] pyridoxal 5'-phosphate 2 [21.119],88.26%,M7-2
6.733,2.65E+03,"2,3-Dimethyl-5-ethylpyrazine ",68.81%,M7-2
20.426,2.58E+03,"7,14,21-Trithiatrispiro[5.1.5.1.5.1]heneicosane, 3,11,18-trimethyl-",88.86%,M7-2
8.5906,2.54E+03,"N-(2,5-Dioxo-2,5-dihydro-pyrrol-1-yl)-2-iodo-benzamide",54.26%,M7-2
6.6552,2.46E+03,"17a-Aza-D-homoandrostan-17-one, (5à)-",48.05%,M7-2
21.3956,2.45E+03,"N,N'-Bis-[2-ethoxycarbonyl-3-pyridyl]malonamide",42.98%,M7-2
25.8118,2.45E+03,"4-Amino-3-(3-bromo-2-hydroxy-5-nitrobenzylidenehydrazino)-5-methyl-4H-1,2,4-triazole",40.78%,M7-2
25.5866,2.45E+03,"4-Amino-3-(3-bromo-2-hydroxy-5-nitrobenzylidenehydrazino)-5-methyl-4H-1,2,4-triazole",45.79%,M7-2
9.1769,2.43E+03,"Propionic acid, picolinyl ester",47.60%,M7-2
23.316,2.37E+03,"Alanylalanylalanine, N,N',N""-trimethyl-N""-allyloxycarbonyl-, pentyl ester",57.22%,M7-2
26.306,2.37E+03,"d-Proline, N-neopentyloxycarbonyl-, octyl ester",68.84%,M7-2
7.4854,2.27E+03,"1,2-Benzenediol, o-(2-bromopropionyl)-o'-(4-ethylbenzoyl)-",66.26%,M7-2
11.4495,2.27E+03,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",79.40%,M7-2
24.5357,2.25E+03,2-Methoxy-5-hydroxy-6-triphenylmethoxymethyl-oxacyclohexane,50.31%,M7-2
23.7288,2.25E+03,"1,6-Diphosphecane, 1,6-bis(phenylmethyl)-",68.83%,M7-2
12.8608,2.00E+03,"Cholestan-6-one, 3-(acetyloxy)-, cyclic 1,2-ethanediyl acetal, (3á,5à)-",45.77%,M7-2
20.2008,2.00E+03,"Pyrazol-3(2H)-one, 1,5-dimethyl-4-methylsulfonylamino-2-phenyl-",63.86%,M7-2
20.7075,2.00E+03,CHOLEST-5-EN(1),67.39%,M7-2
24.3043,1.95E+03,"Benzenesulfonamide, 4-fluoro-N,N-dibenzyl-",55.14%,M7-2
22.8968,1.94E+03,"Phenol, 4-(4-bromophenylsulfonylamino)-2-isopropyl-5-methyl-",57.98%,M7-2
24.9548,1.90E+03,"d-Proline, N-isobutoxycarbonyl-, dodecyl ester",50.46%,M7-2
22.1024,1.83E+03,"Silacyclohexadiene-2,5",59.73%,M7-2
18.4994,1.83E+03,"s-Triazine, 2,4-diamino-6-(o-azidophenyl)-",67.39%,M7-2
22.5966,1.80E+03,Menazon,70.17%,M7-2
24.223,1.78E+03,"Silane, triethyl(pentafluorophenyl)-",63.92%,M7-2
25.3364,1.75E+03,"N-[2-[(3,4-Methylenedioxy)phenyl]ethyl]-N-(dibutylphosphoryl)glycine",60.21%,M7-2
7.6255,1.54E+03,p-Dinitrosobenzene,42.33%,M7-2
25.0487,1.53E+03,"Pregn-5-en-20-one, 3-[(tripropylsilyl)oxy]-, (3á)-",44.36%,M7-2
23.5349,1.53E+03,"5-Phenyl-6,8-dioxa-3-thiabicyclo(3,2,1)octane 3-oxide",61.78%,M7-2
26.3248,1.51E+03,"Benzenesulfonamide, N-(2,3-dihydro-1,4-benzodioxin-6-yl)-4-cyclohexyl-",40.44%,M7-2
11.7349,1.44E+03,"Urea, (1,1-dimethylethyl)-",80.17%,M7-2
24.6984,1.42E+03,2-Phenoxyethyl isobutyrate,65.92%,M7-2
20.7951,1.40E+03,"2-Azatricyclo[6.2.1.0(1,5)]-undeca-4,6,9-trien-3-one, 2-methyl-4-[(1-naphthyl)carbamoyl]-",50.30%,M7-2
14.0334,1.33E+03,"Acetic acid, 7,7,10a,12a-tetramethyl-2,5-dioxo-1,2,3,4,4a,4b,5,7,8,9,10,10a,10b,11,12,12a-hexadecahydro-1-azachrysen-8-yl ester",53.37%,M7-2
25.4553,1.32E+03,"Isophthalic acid, 4-cyanophenyl ethyl ester",52.43%,M7-2
26.3748,1.28E+03,"Hypoxanthine, 9-[4-(benzyloxy)-3-[(benzyloxy)methyl]butyl]-",57.55%,M7-2
25.9619,1.26E+03,"d-Proline, N-isobutoxycarbonyl-, dodecyl ester",57.57%,M7-2
21.5144,1.24E+03,"Pyrazol-3(2H)-one, 1,5-dimethyl-4-methylsulfonylamino-2-phenyl-",63.39%,M7-2
22.8468,1.22E+03,"D:A-Friedo-A(1)-nor-2,3-secooleanane-2,3,24-trioic acid, trimethyl ester, (4R)-",41.70%,M7-2
21.6083,1.16E+03,"Cyclopenta[a]quinolizine-6,7,9,10-tetracarboxylic acid, 6,7-dihydro-8-methyl-, tetramethyl ester",61.03%,M7-2
19.544,1.07E+03,"1,6,10,22-Tetraazatricyclo[9.7.6.112,16]pentacosa-12,14,16(25)-triene-18,23-dione, 6,10-diacetyl-15-methoxy-17-[(4-methoxyphenyl)methyl]-",55.40%,M7-2
8.1703,1.05E+03,Pyrazine,72.88%,M7-2
19.5315,9.91E+02,"N,O-bis(p-toluenesulfonyl)-allo-l-hydroxyproline, tetrahydropyramyl ester",59.16%,M7-2
11.8335,8.95E+02,"3,5-Dihydroxy-4',7-dimethoxyflavone",43.82%,M7-2
23.5724,8.13E+02,"16,28-Secosolanidan-3-ol, (3á,5à)-",71.04%,M7-2
25.9932,7.90E+02,"Isoxazole-4-carboxamide, 3-(2-chloro-6-fluorophenyl)-5-methyl-N-(2-chloro-5-trifluoromethylphenyl)-",68.78%,M7-2
20.4698,7.74E+02,4-(2-Dimethylaminoethoxy)benzonitrile,57.44%,M7-2
20.2884,6.96E+02,"Propane, 1,3-bis(dimenthyphosphino)-",40.06%,M7-2
18.9185,6.46E+02,Benzylic bcph aminotriol tetraacetate,59.67%,M7-2
26.0495,6.18E+02,"Benzo(a)heptalene-7-carbamic acid, 5,6,7,9-tetrahydro-10-(methylthio)-9-oxo-1,2,3-trimethoxy-, butyl ester",59.79%,M7-2
26.0683,6.03E+02,"4-Methyl-2,4-di(4'methoxyphenyl)-2-(2'-methoxyphenyl)pentane",61.10%,M7-2
,,,,
19.3253,223366062,[5988] Sucrose [23.988],0.945,M6-1
9.6077,166814745,"DL-Malic acid, O-trimethylsilyl-, bis(trimethylsilyl) ester",0.969,M6-1
13.7171,160285801,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.744,M6-1
12.8299,63665492,DEHYDROASCORBIC ACID(1),0.893,M6-1
13.7067,40832509,"Acetamide, N-(2-methoxy-5-nitrophenyl)-2-(2-methoxyphenoxy)-",0.6297,M6-1
19.3378,30787751,"1,3-Dioxolane",0.9076,M6-1
12.4563,25121682,CITRIC ACID,0.945,M6-1
13.1671,24101506,[441035] talose 1 [17.4],0.8939,M6-1
8.0096,23015521,[1004] phosphoric acid [9.966],0.914,M6-1
17.4799,21323251,"3,6-Dioxa-2,7-disilaoctane, 2,2,7,7-tetramethyl-4,5-diphenyl-",0.811,M6-1
17.4799,16819319,"1,3,5-Triethyl-1,3,5-tributoxycyclotrisiloxane",0.588,M6-1
14.9883,10711933,[892] allo-inositol  [17.245],0.915,M6-1
11.5846,9075543,ADONITOL,0.957,M6-1
13.0634,8301900,[835] dehydroascorbic acid  2 [17.139],0.855,M6-1
12.9129,7807019,"Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-",0.769,M6-1
12.9959,7683696,[2724552] tagatose 2 [17.212],0.8989,M6-1
8.2639,6993508,MALEIC ACID,0.938,M6-1
7.1327,5503405,OXALIC ACID,0.942,M6-1
8.57,4100546,[444972] fumaric acid [10.94],0.947,M6-1
13.8105,3953174,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.9322,M6-1
13.3695,3647768,[441032] D (+)altrose 2 [17.46],0.9118,M6-1
25.7557,3601990,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.8575,M6-1
12.9181,2751259,"D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime",0.936,M6-1
9.8672,2345961,"L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester",0.9116,M6-1
6.5724,1973966,[107689] L-(+) lactic acid [6.851],0.9402,M6-1
7.2521,1666173,"Pentasiloxane, dodecamethyl-",0.9509,M6-1
12.7676,1592297,[835] dehydroascorbic acid  2 [17.139],0.603,M6-1
6.9044,1476343,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",0.8229,M6-1
16.329,1360487,"Octadecanoic acid, trimethylsilyl ester",0.9209,M6-1
12.3473,1355197,[835] dehydroascorbic acid  2 [17.139],0.6563,M6-1
11.761,1301928,[827] ribitol [15.66],0.6718,M6-1
10.0021,1230037,[33032] L-glutamic acid 3 (dehydrated) [13.232],0.8318,M6-1
13.6237,1198766,Undecyl disulfide,0.6657,M6-1
12.7313,1162260,"Sorbopyranoside, methyl 1,3,4,5-tetrakis-O-(trimethylsilyl)-, L-",0.58,M6-1
18.1493,1145632,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7862,M6-1
14.6199,983439,[985] palmitic acid [18.846],0.9248,M6-1
13.2865,905372,[736] gluconic acid lactone 3 [17.721],0.6395,M6-1
6.4738,875267,Methyltris(trimethylsiloxy)silane,0.9169,M6-1
14.0959,862596,ASCORBIC ACID,0.7788,M6-1
8.3936,793398,[439194] glyceric acid [10.735],0.7569,M6-1
16.9608,791785,"Silane, dimethyl-2-propenyl[(6,6,9-trimethyl-3-propyl-6H-dibenzo[b,d]pyran-1-yl)oxy]-",0.5438,M6-1
15.7285,734769,"Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-",0.5858,M6-1
6.5049,691560,[8871] 2-hydroxypyridine [6.519],0.9065,M6-1
9.4884,657213,"Arabino-Hexos-2-ulose, 3,4,5,6-tetrakis-O-(trimethylsilyl)-, bis(dimethyl acetal)",0.9033,M6-1
10.8841,614969,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.6069,M6-1
13.4888,593742,[6251] D-mannitol [17.81],0.806,M6-1
8.8242,568025,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8559,M6-1
19.1439,529147,Phenobarbital ditbdms,0.5547,M6-1
9.9761,525606,"Heptasiloxane, hexadecamethyl-",0.5026,M6-1
13.5667,518820,[835] dehydroascorbic acid  4 [17.739],0.8407,M6-1
14.2619,512403,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.8623,M6-1
6.3181,502941,(Trimethylsilyl)methyl trifluoromethyl disulfide,0.5522,M6-1
13.4266,487988,"1H-Indole-2,3-dione, 1-(tert-butyldimethylsilyl)-7-isobutyl-, 3-[O-(tert-butyldimethylsilyl)oxime]",0.5418,M6-1
13.2398,480477,[439665] threose 2 [12.371],0.5905,M6-1
16.0162,471856,[26519] tetratriacontane [29.185],0.8496,M6-1
11.3511,466159,"Xylonic acid, 2,3,4-tris-O-(trimethylsilyl)-, ë-lactone, D-",0.8329,M6-1
11.1228,465423,"Xylulose, o-methyloxime, tetrakis-O-(trimethylsilyl)-",0.7484,M6-1
11.8025,456702,TRANS-ACONITIC ACID,0.8886,M6-1
6.3596,445626,"Tetrasiloxane, decamethyl-",0.8318,M6-1
13.9454,428960,[94154] arabitol [15.601],0.6458,M6-1
11.9893,419941,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",0.72,M6-1
11.8803,412278,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",0.6576,M6-1
18.8999,406203,SUC-2b,0.8973,M6-1
17.2735,398252,"D-Glycero-D-gulo-Heptose, 2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-, O-methyloxime",0.5989,M6-1
10.7025,388967,GLUTAMIC ACID,0.8316,M6-1
6.6813,385910,"Acetic acid, [(trimethylsilyl)oxy]-, trimethylsilyl ester",0.7636,M6-1
7.8073,381594,"N,N-bis [2-Trimethylsiloxyethyl] ethanamine",0.5653,M6-1
12.2903,376102,"Silane, dimethyl(2-naphthoxy)heptyloxy-",0.7041,M6-1
12.5237,362550,[3037582] mucic acid [18.907],0.7268,M6-1
19.6693,362241,[26519] tetratriacontane [29.185],0.6918,M6-1
7.6153,359922,"Pentasiloxane, dodecamethyl-",0.9448,M6-1
10.1214,357618,"L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester",0.8683,M6-1
15.2843,355264,[45] tartronic acid [11.523],0.5931,M6-1
11.019,351336,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.6837,M6-1
6.5516,343450,"2-Propanol, 1,3-dibromo-",0.5945,M6-1
8.3209,342133,SUCCINIC ACID,0.8077,M6-1
6.6398,341511,"Pteridine, 2-ethoxy-4-(trifluoromethyl)-",0.4412,M6-1
21.8024,336796,[439451] galactinol 2 [26.479],0.8965,M6-1
8.5441,336226,[66868] porphine 1 [10.77],0.7272,M6-1
17.53,330020,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.6177,M6-1
12.0464,321484,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8404,M6-1
20.0947,312648,D-(+)-TREHALOSE DIHYDRATE,0.905,M6-1
6.8733,298973,"2,3-Dimethyl-1,4,4a,9a-tetrahydroanthracene-9,10-dione",0.4659,M6-1
22.6468,282775,ç-Sitosterol,0.7406,M6-1
7.5063,263557,"Pentasiloxane, dodecamethyl-",0.8972,M6-1
15.8598,254119,"Benzoic acid, 3,4,5-tris(trimethylsiloxy)-, trimethylsilyl ester",0.4893,M6-1
12.0879,252212,[165577] leucrose [24.975],0.5473,M6-1
9.3742,247290,"Phosphenodiimidic amide, tetrakis(trimethylsilyl)-",0.5928,M6-1
15.5971,247216,"á-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",0.7456,M6-1
19.7444,245738,[440658] melibiose 1 [25.565],0.6007,M6-1
15.6471,240643,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.7071,M6-1
15.1342,240302,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",0.7939,M6-1
19.4879,234492,"10-Ethyl-phenothiazine-5,5-dioxide",0.4897,M6-1
20.9329,232732,PENTACOSANE,0.7685,M6-1
10.3912,227426,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",0.7384,M6-1
8.7516,211850,"Hexasiloxane, tetradecamethyl-",0.8247,M6-1
25.7307,211276,"(R)-(-)-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl",0.6669,M6-1
7.9837,210446,6-Phenylisoquinoline,0.6678,M6-1
7.3247,209178,"1,2-Ethandimine, N,N'-ditrifluoroacetyl-",0.649,M6-1
18.0742,208545,"Lyxopyranoside, methyl 2,3,4-tris-O-(trimethylsilyl)-",0.6825,M6-1
10.6714,206812,"Silane, methylidynetris[trimethyl-",0.7927,M6-1
18.8499,204739,"2-Hydroxy-5-methoxybenzoic acid, tert-butyldimethylsilyl ether, tert-butyldimethylsilyl ester",0.4044,M6-1
13.3332,197090,"Pyrrolo[1,2-a]quinoline-1-ethanol, dodecahydro-6-(2,4-pentadienyl)-, [1R-[1à,3aá,5aà,6à(Z),9aà]]-",0.6449,M6-1
18.4808,197089,"D-Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-",0.6408,M6-1
18.5183,189201,"Quinoline, 4-methyl-2-phenyl-",0.6374,M6-1
20.2385,188796,"18,19-Secoyohimban-19-oic acid, 16-methyl-, methyl ester, (15à,20.xi.)-",0.5077,M6-1
8.6997,182956,"Nonanoic acid, trimethylsilyl ester",0.7789,M6-1
6.7955,180317,"Ethanone, 1-[4-(phenylthio)phenyl]-",0.5053,M6-1
18.1242,174575,Cyclododecane,0.4615,M6-1
7.3766,171629,"Phosphoric acid, bis(trimethylsilyl)monomethyl ester",0.7315,M6-1
13.7483,152149,"Indole-3-carboxylic acid, 5-hydroxy-1-(2-ethylhexyl)-2-methyl-, ethyl ester",0.4475,M6-1
10.4638,151827,[8299] acetol 4 [15.498],0.674,M6-1
13.1204,149556,"1,3-Diphenyl-2-azafluorene",0.7089,M6-1
11.4808,148409,"1,6-Anhydro-á-d-glucose, tris(trimethylsilyl) ether",0.8607,M6-1
10.5521,147691,[94154] arabitol [15.601],0.611,M6-1
19.0813,146950,D-(+)-RAFFINOSE,0.8259,M6-1
11.9945,146593,4-(1H-Indol-3-yl)quinoline,0.4853,M6-1
13.027,146021,"Benzo[1,2-b:5,4-b']difuran-4,8-dione, 5-methyl-2-(1-methylethenyl)-",0.6403,M6-1
10.3082,145290,[51] alpha ketoglutaric acid [13.859],0.6627,M6-1
16.085,145145,[5280450] linoleic acid [20.399],0.8163,M6-1
16.1288,140235,"Oleic acid, trimethylsilyl ester",0.7868,M6-1
14.594,140160,4-Hydroxy-phenylpyruvic acid tritms,0.6517,M6-1
11.8907,139934,"2,2,4-Trimethylchromene-3",0.5524,M6-1
16.7606,134638,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.8585,M6-1
20.5513,133046,[440658] melibiose 1 [25.565],0.7377,M6-1
16.6417,131126,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.7352,M6-1
11.2733,130861,"Heptasiloxane, hexadecamethyl-",0.6397,M6-1
6.7695,129371,"Propanoic acid, 2-oxo-3-(trimethylsilyl)-, trimethylsilyl ester",0.6321,M6-1
21.5834,127926,"6-Aminocaproic acid, N-neopentyloxycarbonyl-, pentadecyl ester",0.4975,M6-1
7.854,127665,á-Peltatin,0.4497,M6-1
14.7964,115829,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",0.5163,M6-1
18.2243,111767,"à-D-Galactopyranosiduronic acid, methyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",0.7197,M6-1
11.5275,111395,"Dulcitol, hexakis(trimethylsilyl) ether",0.5924,M6-1
7.0134,109970,"Ethanedioic acid, bis(trimethylsilyl) ester",0.7875,M6-1
19.0438,108874,"Lyxopyranoside, methyl 2,3,4-tris-O-(trimethylsilyl)-",0.6886,M6-1
20.9829,108680,HELICIN,0.5784,M6-1
15.2531,105620,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",0.5278,M6-1
17.236,103165,"Galacturonic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.5619,M6-1
18.5996,102720,[10712] cellobiose 2 [24.7],0.6824,M6-1
10.8115,100709,"3-Isopropoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane",0.7048,M6-1
7.2261,9.98E+04,"4-Aminothiophenol, N,N,S-trimethyl-",66.05%,M6-1
11.9322,9.77E+04,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",72.22%,M6-1
7.0653,9.34E+04,"à-D-Mannopyranoside, methyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",54.34%,M6-1
18.6872,9.30E+04,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",74.61%,M6-1
17.0108,9.28E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",70.01%,M6-1
19.369,8.94E+04,"Diacenaphtho[1,2-j:1',2'-l]fluoranthene",50.47%,M6-1
6.9356,8.74E+04,"2-Ethyl-2-phenyl-1,3-benzodioxole",56.36%,M6-1
7.5271,8.37E+04,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",64.49%,M6-1
9.5662,8.37E+04,(2-Allyl-isohexanoyl)-urea,40.03%,M6-1
19.4316,8.30E+04,"6H,16H-Dibenzo[h,q][1,7,4,10,16]dioxatriazacyclooctadecine, 7,8,9,10,17,18,19,20,21,22-decahydro-8-[(4-methylphenyl)sulfonyl]-",58.48%,M6-1
22.1839,8.07E+04,PENTACOSANE,61.48%,M6-1
17.899,7.80E+04,"Benzenamine, 4-bromo-N-(triphenylphosphoranylidene)-",42.67%,M6-1
14.0596,7.63E+04,D-GLUCONIC ACID (2),67.17%,M6-1
14.3709,7.45E+04,MYO-INOSITOL,62.98%,M6-1
12.202,7.25E+04,"Silane, dimethyl(4-methoxyphenoxy)heptadecyloxy-",58.54%,M6-1
8.6323,7.19E+04,L-SERINE,65.94%,M6-1
12.1502,7.11E+04,4-Trimethylsiloxyphenyl-2'-trimethylsiloxyphenylsulfone,55.61%,M6-1
12.5601,7.09E+04,3-Bromo-2-methyl-2-hydroxyindan-1-one-3-carboxilic acid,40.84%,M6-1
12.6275,6.91E+04,"Heptasiloxane, hexadecamethyl-",58.88%,M6-1
9.7582,6.85E+04,"Benzonitrile,4-butyl-",59.53%,M6-1
10.1577,6.83E+04,2-Ethyl-acridone,71.78%,M6-1
14.2983,6.76E+04,ASCORBIC ACID (2),42.83%,M6-1
8.212,6.46E+04,"Silane, methylidynetris[trimethyl-",67.99%,M6-1
9.7115,6.42E+04,"Isophthalic acid, butyl 2,3-dichlorophenyl ester",53.48%,M6-1
13.6549,6.36E+04,"Thiophene-2-carboxylic acid, [3,5-dimethyl-1-(thiophene-2-carbonyl)-1H-pyrazol-4-yl]amide",58.63%,M6-1
19.857,6.26E+04,[11333] lactulose 2 [24.431],44.00%,M6-1
15.0591,6.25E+04,"Pentanedioic acid, 2-[(tert-butyldimethylsilyl)oxy]-, bis(tert-butyldimethylsilyl) ester",51.60%,M6-1
8.6478,6.22E+04,"Hexasiloxane, tetradecamethyl-",51.14%,M6-1
20.3574,6.14E+04,"Silane, dimethyl(3-methylpentyloxy)heptadecyloxy-",55.35%,M6-1
19.9883,6.04E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",52.99%,M6-1
9.1044,5.97E+04,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",50.11%,M6-1
14.6459,5.76E+04,[66085] 8-aminocaprylic acid [17.702],87.52%,M6-1
7.6568,5.74E+04,"1-(Isopropylamino)-3-(1-naphthyloxy)-1,2-propanediol",74.12%,M6-1
14.4643,5.56E+04,"Gluconic acid, 2-methoxime, tetra(trimethylsilyl)-, trimethylsilyl ester",41.12%,M6-1
15.8848,5.49E+04,"Hexadecanoic acid, butyl ester",73.50%,M6-1
21.3082,5.47E+04,"Heneicosane, 3-methyl-",53.10%,M6-1
7.3403,5.45E+04,"2,4-Dichloropyrrolo[3,2-d]pyrimidine",54.07%,M6-1
7.7398,5.38E+04,"4H-Imidazol-4-one, 3,5-dihydro-2-phenyl-5-(phenylmethylene)-",55.63%,M6-1
6.4115,5.32E+04,"4-Ethylbenzoic acid, 3-methylphenyl ester",61.22%,M6-1
10.936,5.26E+04,"3,9-Dioxa-2,10-disilaundecan-5-one, 2,2,10,10-tetramethyl-6,7-bis[(trimethylsilyl)oxy]-, (R*,R*)-",55.41%,M6-1
9.1459,5.24E+04,Galactose benzyloxime pentakis(trimethylsilyl),48.79%,M6-1
11.6417,5.18E+04,N'-(1H-Indol-3-ylmethylene)benzohydrazide ditms,50.26%,M6-1
20.8641,5.14E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",52.10%,M6-1
16.4416,5.03E+04,"Heptasiloxane, hexadecamethyl-",51.89%,M6-1
6.7021,5.02E+04,"Aluminiu, dimethyl-(tetramethylethylenediamine)",81.15%,M6-1
23.1598,4.94E+04,Dibenzylidene styracitol,48.40%,M6-1
16.8482,4.90E+04,MALTOTRIOSE,58.85%,M6-1
17.9303,4.90E+04,[10467] arachidic acid [22.367],71.43%,M6-1
22.7719,4.77E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",55.69%,M6-1
10.9983,4.72E+04,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-3-[[(trimethylsilyl)oxy]methyl]-, O-methyloxime, (S)-",56.52%,M6-1
20.4825,4.71E+04,1-(2-Acetyl-3-chlorophenyl)-1H-pyridin-2-one,48.69%,M6-1
23.5851,4.69E+04,"Dodecane, 2-methyl-",56.99%,M6-1
7.8176,4.50E+04,5-Trimethylsilyluracil,57.65%,M6-1
17.6238,4.49E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",64.46%,M6-1
6.8526,4.42E+04,"1,3,5-Norcaratriene",47.09%,M6-1
19.269,4.42E+04,4-(Allylthio)-2-(4-methoxyphenyl)quinazoline,58.38%,M6-1
7.4648,4.28E+04,"4-Octenoic acid, methyl ester, (Z)-",55.04%,M6-1
9.8153,4.25E+04,"2-Thiophenecarboxylic acid, trimethylsilyl ester",52.07%,M6-1
17.0921,4.23E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",65.72%,M6-1
11.0761,4.14E+04,GLC-1a,43.28%,M6-1
17.555,4.03E+04,"2-Naphthalenol, 8-amino-",54.43%,M6-1
14.8898,4.01E+04,"3-Methyl-1,2-diphenyl-3-(2-thienyl)cyclopropene",58.11%,M6-1
18.4307,3.94E+04,"N-Trifluoroacetyl-O,O'-bis(trimethylsilyl)-l-dopa, trimethylsilyl ester",50.77%,M6-1
8.0304,3.90E+04,Phenylphosphoric acid,83.15%,M6-1
16.5291,3.83E+04,[397] indole-3-acetamide 1 [18.115],54.60%,M6-1
10.0903,3.81E+04,"Benzothiophene-3-carboxylic acid, 2-amino-7-chloro-6-formyl-, ethyl ester",52.15%,M6-1
8.5233,3.80E+04,"Disiloxane, hexamethyl-",62.76%,M6-1
7.8436,3.55E+04,1-Dimethyl(octyl)silyloxy-2-phenylethane,56.75%,M6-1
10.1889,3.55E+04,"Trimethyl(2,6 ditert.-butylphenoxy)silane",83.04%,M6-1
9.6233,3.54E+04,"1-Imidazolidinecarboxamide, N-(2-methylpropyl)-2-oxo-",47.86%,M6-1
20.2823,3.52E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",53.05%,M6-1
8.9384,3.49E+04,"Octanamide, N,N-bis(2-ethylhexyl)-",49.93%,M6-1
20.151,3.40E+04,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",67.93%,M6-1
8.8761,3.28E+04,[597] cytosine 2 [13.255],66.13%,M6-1
10.2148,3.27E+04,"L-Cysteine, tris(trimethylsilyl) deriv.",71.67%,M6-1
10.1681,3.24E+04,"Promecarb, n-heptafluorobutyryl-",50.33%,M6-1
8.2224,3.21E+04,"9,9-Dimethoxy-9-sila-9,10-dihydroanthracene",69.68%,M6-1
8.9903,3.15E+04,"[1,2,4]Triazolo[4,3-a]quinoline, 1,2-dihydro-1,1-diphenyl-2-(2-quinolinyl)-",40.98%,M6-1
7.4337,3.13E+04,Phenyl-pentamethyl-disiloxane,58.77%,M6-1
