RT,Area,Metabolite,Confidence,SampleID,plant,time,species,adonitol,nm area
20.1821,2969,"Phthalic acid, 3-phenylpropyl propyl ester",0.5162,M11-2,11,2,ya,0.933,3182.207931
20.1821,3981,"Isophthalic acid, 2-methylprop-2-en-1-yl propyl ester",0.5176,M11-5,11,5,ya,0.976,4078.893443
20.1822,2774831,SUC-1a,0.7272,M2-3,2,3,yf,1.027223171,2701293.232
20.1822,3175823,FRU-2a,0.6874,M7-3,7,3,yf,1.165711342,2724364.845
20.1822,19106,"Isophthalic acid, di(3,5-difluorophenyl) ester",0.7103,M9-1,9,1,yf,1.08,17690.74074
20.1822,23169,"Phthalic acid, 3,5-difluorophenyl 4-isopropylphenyl ester",0.5412,M12-1,12,1,yf,1.11,20872.97297
20.1822,2941724,[7427] D-(+) trehalose [24.752],0.7949,M12-3,12,3,yf,1.069914829,2749493.624
20.1822,18284,"Neopentane-1,1-diol diacetate",0.5146,M12-4,12,4,yf,0.947,19307.28617
20.1831,20184,"Phthalic acid, 4-isopropylphenyl propyl ester",0.5539,M12-5,12,5,yf,1.01,19984.15842
20.1832,38138,"Thieno[2,3-b]pyridine, 3-iodo-",0.6135,M9-4,9,4,yf,0.874,43636.15561
20.1885,43711,"Benzaldehyde, 2-fluoro-3,4-dibenzyloxy-5-hydroxy-",0.5898,M8-4,8,4,yf,1.01,43278.21782
20.1945,1231431,D-(+)-TREHALOSE DIHYDRATE,0.8965,M5-6,5,6,ya,0.652816243,1886336.335
20.1945,5250030,[439242] Raffinose [29.282],0.8629,M9-6,9,6,yf,1.067246333,4919229.831
20.1946,3148569,[7427] D-(+) trehalose [24.752],0.9175,M4-6,4,6,ya,1.134936486,2774224.846
20.1946,1584877,sucrose,0.8837,M11-3,11,3,ya,1.052280991,1506134.781
20.1947,1347261,D-(+)-TREHALOSE DIHYDRATE,0.913,M3-3,3,3,ya,1.049216459,1284063.92
20.1947,1493758,D-(+)-TREHALOSE DIHYDRATE,0.8998,M3-6,3,6,ya,0.902066748,1655928.46
20.1947,1174507,D-(+)-TREHALOSE DIHYDRATE,0.8967,M6-6,6,6,ya,0.872489243,1346156.424
20.1947,520616,[92817] melezitose [29.884],0.8762,M11-6,11,6,ya,0.703655099,739873.8397
20.1948,1893,"1,4,2-Dioxazole, 5-(4-methoxyphenyl)-3-phenyl-",0.5475,M3-2,3,2,ya,0.959,1973.931178
20.1948,878784,"1,3-Dipentyl-heptabarbital",0.7022,M7-3,7,3,yf,1.165711342,753860.727
20.2007,1735,"2,3,6,7-Tetrahydro-3,7,N,N'-tetrakis(2-methoxyphenyl)-1H,5H-pyrazolo[1,2-a]pyrazole-1,2:5,6-tetracarboxylic diimide",0.5492,M1-1,1,1,ya,1.05,1652.380952
20.2007,1321016,sucrose,0.8769,M6-3,6,3,ya,0.991329883,1332569.534
20.2008,3672863,D-(+)-TREHALOSE DIHYDRATE,0.9423,M4-3,4,3,ya,1.08069455,3398613.421
20.2008,2000,"Pyrazol-3(2H)-one, 1,5-dimethyl-4-methylsulfonylamino-2-phenyl-",0.6386,M7-2,7,2,yf,1.23,1626.01626
20.2008,379071,"1,3-Dipentyl-heptabarbital",0.7183,M9-3,9,3,yf,1.046478288,362234.94
20.2008,53983,"3-Hydroxymandelic acid, ethyl ester, di-TMS",0.5964,M9-6,9,6,yf,1.067246333,50581.57458
20.2009,1273681,[7427] D-(+) trehalose [24.752],0.8886,M1-6,1,6,ya,1.065342613,1195559.987
20.2072,36495,p-Octadecyloxyaniline,0.7421,M10-1,10,1,yf,1.07,34107.47664
20.2073,81121,"2-Hydroxymandelic acid, ethyl ester, di-TMS",0.6644,M12-3,12,3,yf,1.069914829,75820.05391
20.2133,89650,"Benzaldehyde, 2,4-bis(trimethylsiloxy)-",0.7087,M12-6,12,6,yf,0.921003676,97339.45951
20.2135,1523,"Phthalic acid, 2,7-dimethyloct-7-en-5-yn-4-yl pentyl ester",0.5975,M9-2,9,2,yf,1.25,1218.4
20.2144,69660,"Benzaldehyde, 2,4-bis(trimethylsiloxy)-",0.7104,M7-6,7,6,yf,0.978901865,71161.37225
20.2196,1387,"l-Leucine, N-(2-trifluoromethylbenzoyl)-, dodecyl ester",0.5416,M6-4,6,4,ya,1.01,1373.267327
20.2196,86682,"2-Hydroxymandelic acid, ethyl ester, di-TMS",0.7046,M10-3,10,3,yf,0.904217838,95864.06768
20.2196,95510,"1,3-Diphenyl-5-methylthio-1,2,4-triazole",0.5631,M10-6,10,6,yf,1.004145856,95115.66417
20.2197,61263,"Benzaldehyde, 2,4-bis(trimethylsiloxy)-",0.7812,M2-3,2,3,yf,1.027223171,59639.42571
20.2259,293708,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.6449,M2-5,2,5,yf,0.825,356009.697
20.226,548951,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7819,M2-1,2,1,yf,1.26,435675.3968
20.2269,3846,"Bicyclo[2.2.1]heptane, 2,2-dimethyl-5-methylene-",0.5698,M12-2,12,2,yf,1.17,3287.179487
20.232,3672,"1H-Pyrazol-5-amine, 1-(1,3-benzodioxol-5-ylmethyl)-",0.5671,M6-5,6,5,ya,0.964,3809.128631
20.2321,2762528,[5280335] D-sphingosine  3 [22.527],0.7667,M2-2,2,2,yf,1.01,2735176.238
20.2321,1671,"4H-1-Benzopyran-4-one, 2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-",0.5194,M5-4,5,4,ya,0.874,1911.899314
20.2321,292073,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7697,M7-1,7,1,yf,1.24,235542.7419
20.2321,405681,[16219560] lactobionic acid 1 [24.583],0.7742,M7-5,7,5,yf,1.01,401664.3564
20.2321,727946,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8047,M8-5,8,5,yf,1.19,611719.3277
20.2321,159026,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",0.6965,M10-2,10,2,yf,0.923,172292.5244
20.2322,753412,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7045,M8-1,8,1,yf,0.94,801502.1277
20.2322,509103,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8356,M8-2,8,2,yf,0.957,531978.0564
20.2322,681690,maltose,0.7021,M9-1,9,1,yf,1.08,631194.4444
20.2322,356773,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7074,M9-5,9,5,yf,1.03,346381.5534
20.2332,112924,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.6401,M9-4,9,4,yf,0.874,129203.6613
20.2332,273214,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7834,M12-2,12,2,yf,1.17,233516.2393
20.2383,1338477,D-(+)-TREHALOSE DIHYDRATE,0.6466,M2-2,2,2,yf,1.01,1325224.752
20.2383,433779,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7228,M7-2,7,2,yf,1.23,352665.8537
20.2384,123106,Dibenzylidene styracitol,0.5182,M4-1,4,1,ya,1.32,93262.12121
20.2384,287768,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.5889,M7-4,7,4,yf,0.985,292150.2538
20.2384,225127,"D-Xylose, tetrakis(trimethylsilyl)-",0.5968,M10-1,10,1,yf,1.07,210399.0654
20.2384,87300,"Pyridine-2-carboxylic acid, hexahydro-1-(5-methyl-2-furoyl)-",0.7326,M11-3,11,3,ya,1.052280991,82962.63141
20.2384,41680,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",0.5344,M11-5,11,5,ya,0.976,42704.91803
20.2385,70862,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",0.5498,M5-5,5,5,ya,0.928,76359.91379
20.2385,188796,"18,19-Secoyohimban-19-oic acid, 16-methyl-, methyl ester, (15à,20.xi.)-",0.5077,M6-1,6,1,ya,1.21,156029.7521
20.2385,123452,1-Dimethyl(ethenyl)silyloxyoctadecane,0.5153,M6-2,6,2,ya,0.936,131893.1624
20.2385,1557483,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7681,M8-4,8,4,yf,1.01,1542062.376
20.2385,257911,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7309,M9-2,9,2,yf,1.25,206328.8
20.2385,735721,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7836,M12-1,12,1,yf,1.11,662811.7117
20.2393,108654,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.669,M12-5,12,5,yf,1.01,107578.2178
20.2394,162697,[84571] lactose 1 [24.386],0.5871,M10-4,10,4,yf,1.05,154949.5238
20.2445,36842,"1,4-Di-(6-methylbenzoxazol-2-yl)benzene",0.5112,M1-2,1,2,ya,1.02,36119.60784
20.2445,275536,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.5634,M6-3,6,3,ya,0.991329883,277945.8228
20.2446,126591,"Thiazole, 2-(phenylthio)-",0.6254,M12-6,12,6,yf,0.921003676,137448.9628
20.2447,26930,"9H-Carbazole-1-carboxylic acid, 4-(1H-indol-3-yl)-, methyl ester",0.5369,M1-4,1,4,ya,0.736,36589.67391
20.2447,550869,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.7075,M3-3,3,3,ya,1.049216459,525028.9347
20.2447,26542,"Heptafluorobutyric acid, 2-naphthyl ester",0.6406,M5-5,5,5,ya,0.928,28601.2931
20.2447,475068,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.722,M6-6,6,6,ya,0.872489243,544497.2573
20.2447,106075,"1,4-Di-(6-methylbenzoxazol-2-yl)benzene",0.6484,M12-1,12,1,yf,1.11,95563.06306
20.2448,704350,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.8633,M7-3,7,3,yf,1.165711342,604223.3394
20.2448,327848,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.7386,M12-3,12,3,yf,1.069914829,306424.3911
20.2508,32025,"1,4-Di-(6-methylbenzoxazol-2-yl)benzene",0.5351,M4-2,4,2,ya,1.09,29380.73394
20.2519,983871,maltose,0.7406,M7-6,7,6,yf,0.978901865,1005076.234
20.2571,1992,"Benzene, [(1,2-dimethyl-1-propenyl)sulfonyl]-",0.6343,M3-1,3,1,ya,0.949,2099.051633
20.2571,1671,"l-Norvaline, N-isobutoxycarbonyl-, dodecyl ester",0.715,M7-5,7,5,yf,1.01,1654.455446
20.2571,6715,"Benzo[b]-1,8-naphthyridin-5(10H)-one, 10-methyl-",0.5252,M10-2,10,2,yf,0.923,7275.189599
20.2572,3004,"1,2-Benzenediol, O-(2-furoyl)-O'-(3-phenylpropionyl)-",0.5205,M1-4,1,4,ya,0.736,4081.521739
20.2572,1478337,FRU-2a,0.6327,M1-6,1,6,ya,1.065342613,1387663.445
20.2572,1096231,FRU-2a,0.646,M4-6,4,6,ya,1.134936486,965896.3414
20.2572,1467,"succinic acid, 3-methylpentyl octadecyl ester",0.5175,M7-1,7,1,yf,1.24,1183.064516
20.2572,9197,"Estra-1,3,5(10)-triene-16,17-diol, 2-nitro-3-[(trimethylsilyl)oxy]-, diacetate (ester), (16à,17á)-",0.5297,M8-2,8,2,yf,0.957,9610.240334
20.2572,4685,"5-(7,8-Dimethoxy-3a,9b-dihydro-4H-chromeno[4,3-d]isoxazol-1-yl)-2-isopropenyl-2,3-dihydro-1-benzofuran-3-yl acetate  #",0.5947,M9-5,9,5,yf,1.03,4548.543689
20.2573,1564936,FRU-3a,0.6273,M3-6,3,6,ya,0.902066748,1734833.929
20.2573,19092,"5-(7,8-Dimethoxy-3a,9b-dihydro-4H-chromeno[4,3-d]isoxazol-1-yl)-2-isopropenyl-2,3-dihydro-1-benzofuran-3-yl acetate  #",0.6149,M9-1,9,1,yf,1.08,17677.77778
20.2582,3826,"Bicyclo[2.2.2]octane-2,3-dicarboxylic acid, 1-hydroxy-8,8-dimethyl-5-oxo-, dimethyl ester",0.5938,M10-4,10,4,yf,1.05,3643.809524
20.2633,474209,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.5977,M1-3,1,3,ya,1.130067207,419629.0247
20.2633,204029,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",0.607,M5-6,5,6,ya,0.652816243,312536.6474
20.2635,321542,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.713,M2-3,2,3,yf,1.027223171,313020.587
20.2635,142207,"L-Proline, N-(3-methoxybenzoyl)-, nonyl ester",0.6357,M11-6,11,6,ya,0.703655099,202097.5904
20.2635,2838,"2-Furancarboxamide, N-(2H-[1,2,4]thiadiazolo[2,3-a]pyridin-2-ylidene)-",0.5904,M12-4,12,4,yf,0.947,2996.832101
20.2697,700468,[11333] lactulose 2 [24.431],0.605,M2-6,2,6,yf,1.073152649,652719.8166
20.2698,14225,"2,2'-Diamino-4,4'-dichlorodibenzyl",0.5359,M8-4,8,4,yf,1.01,14084.15842
20.2698,233183,"á-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.5045,M12-3,12,3,yf,1.069914829,217945.3857
20.2758,816699,"Melibiose, octakis(trimethylsilyl)-",0.6683,M12-6,12,6,yf,0.921003676,886748.904
20.2759,4361,"Acetamide, N-(2,6-dimethylphenyl)-2-(3-methyl-2-oxo-3,4-dihydro-2H-quinazolin-1-yl)-",0.5429,M7-2,7,2,yf,1.23,3545.528455
20.2759,837586,[11333] lactulose 2 [24.431],0.5888,M8-3,8,3,yf,0.958779423,873596.1364
20.276,1687,"2-Methyl-6-phenyl-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine",0.5288,M2-5,2,5,yf,0.825,2044.848485
20.2761,351125,"Thieno[2,3-b]pyridine, 3-iodo-",0.5244,M12-3,12,3,yf,1.069914829,328180.3285
20.277,60762,"Isophthalic acid, 2-isopropoxyphenyl octyl ester",0.6772,M7-6,7,6,yf,0.978901865,62071.5949
20.2821,36851,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",0.6307,M1-2,1,2,ya,1.02,36128.43137
20.2821,3984,4-Dimethyl(phenyl)silyloxypentadecane,0.6756,M3-5,3,5,ya,0.892,4466.367713
20.2821,20313,"1,3-Diphenyl-2-azafluorene",0.5769,M6-5,6,5,ya,0.964,21071.57676
20.2821,1399,"Acetamide, 2-(4-iodo-1H-pyrazol-1-yl)-N-(4-ethoxycarbonyl)phenyl-",0.6676,M10-2,10,2,yf,0.923,1515.709642
20.2822,21936,"1,3-Diphenyl-2-azafluorene",0.6022,M3-4,3,4,ya,0.926,23688.98488
20.2822,14273,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, L-",0.6104,M4-1,4,1,ya,1.32,10812.87879
20.2822,45703,"Vanadium, oxotris(trimethylsilanolato)-, (T-4)-",0.556,M6-4,6,4,ya,1.01,45250.49505
20.2823,63840,[6251] D-mannitol [17.81],0.538,M3-2,3,2,ya,0.959,66569.34307
20.2823,25559,"1,3-Diphenyl-2-azafluorene",0.5924,M5-2,5,2,ya,0.945,27046.56085
20.2823,1195377,SUC-2b,0.726,M5-3,5,3,ya,1.117931054,1069276.138
20.2823,35218,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",0.5305,M6-1,6,1,ya,1.21,29105.78512
20.2883,18003,5-(1-Naphthyloxymethyl)-3-phenyl-2-oxazolidone,0.6562,M1-1,1,1,ya,1.05,17145.71429
20.2883,2028131,SUC-2b,0.8192,M1-3,1,3,ya,1.130067207,1794699.454
20.2883,4512,"l-Norvaline, n-propoxycarbonyl-, dodecyl ester",0.6963,M4-2,4,2,ya,1.09,4139.449541
20.2883,41016,"1,3-Diphenyl-2-azafluorene",0.5653,M5-1,5,1,ya,0.973,42154.16238
20.2883,2587583,SUC-2b,0.8779,M5-6,5,6,ya,0.652816243,3963723.371
20.2883,1335576,SUC-2b,0.7954,M6-3,6,3,ya,0.991329883,1347256.875
20.2884,71284,"1,7-Di(2-bromo-4-fluorophenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",0.5128,M1-6,1,6,ya,1.065342613,66911.80767
20.2884,72829,Allyltriphenylsilane,0.6212,M2-6,2,6,yf,1.073152649,67864.52989
20.2884,2049682,SUC-2b,0.8164,M10-3,10,3,yf,0.904217838,2266801.112
20.2884,3893119,SUC-2b,0.8639,M11-3,11,3,ya,1.052280991,3699695.265
20.2885,2304,"Phenol, 2,6-dichloro-, acetate",0.8854,M4-4,4,4,ya,0.59,3905.084746
20.2885,3198,"1-Chloro-1,1,4-trimethyl-4,4-divinyldisilethylene",0.5196,M8-1,8,1,yf,0.94,3402.12766
20.2885,21215,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, D-",0.5519,M11-5,11,5,ya,0.976,21736.68033
20.2885,1956190,SUC-2a,0.8659,M11-6,11,6,ya,0.703655099,2780040.964
20.2896,24455,"1,3-Diphenyl-2-azafluorene",0.5928,M11-1,11,1,ya,1.05,23290.47619
20.2946,10991140,SUC-2b,0.8836,M4-3,4,3,ya,1.08069455,10170440.86
20.2946,7424952,SUC-2b,0.8626,M9-3,9,3,yf,1.046478288,7095180.171
20.2946,2741509,SUC-2b,0.7872,M10-6,10,6,yf,1.004145856,2730190.026
20.2948,3352,"Benzamide, 4-chloro-N-[2-(2,3-dichlorophenyl-5-benzoxazolyl)-",0.5222,M9-1,9,1,yf,1.08,3103.703704
20.2956,71542,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.5224,M12-5,12,5,yf,1.01,70833.66337
20.3009,286533,"Methanone, (4-bromo-3,5-dimethyl-1-pyrazolyl)[5-(3-trifluoromethyl-1-methyl-5-pyrazolyl)-2-thienyl]-",0.6705,M9-3,9,3,yf,1.046478288,273806.9229
20.3011,61357,"1-[2-Pyridylethanone]-2-[N(1),N(3),5-trimethylhexahydropyrimidine-2-one]hydrazone",0.9727,M12-3,12,3,yf,1.069914829,57347.55548
20.3072,8232,1-Triisopropylsilyloxymethyladamantane,0.6348,M6-4,6,4,ya,1.01,8150.49505
20.3072,26744,"Acephenanthrylene, 4,5-dihydro-",0.5179,M7-5,7,5,yf,1.01,26479.20792
20.3073,21128,"Silane, dimethyl(dimethylpentyloxysilyloxy)decyloxy-",0.5223,M5-5,5,5,ya,0.928,22767.24138
20.3073,59807,"(4-Methyl-piperazin-1-yl)-acetic acid, acridin-9-ylmethylene-hydrazide",0.6096,M12-4,12,4,yf,0.947,63154.17107
20.3133,59956,p-Cyanophenyl 4'-heptyl-4-biphenylcarboxylate,0.5252,M10-5,10,5,yf,0.73,82131.50685
20.3134,32480,p-Octadecyloxyaniline,0.6679,M1-2,1,2,ya,1.02,31843.13725
20.3134,24573,"[4-(Indan-1-ylsulfamoyl)-2-methylphenoxy]acetic acid, methyl ester",0.6739,M7-2,7,2,yf,1.23,19978.04878
20.3134,18909,p-Octadecyloxyaniline,0.7212,M7-5,7,5,yf,1.01,18721.78218
20.3135,43297,SALICORTIN,0.5677,M2-5,2,5,yf,0.825,52481.21212
20.3135,19016,p-Octadecyloxyaniline,0.6657,M4-1,4,1,ya,1.32,14406.06061
20.3135,13345,p-Octadecyloxyaniline,0.7326,M4-5,4,5,ya,0.974,13701.23203
20.3135,23032,p-Octadecyloxyaniline,0.7315,M7-1,7,1,yf,1.24,18574.19355
20.3135,6616,"2(1H)-Pyrimidinone, 5-chloro-4,6-diphenyl-",0.505,M7-4,7,4,yf,0.985,6716.751269
20.3135,13557,"1,2,3,5-Benzenetetracarboxylic acid, tetramethyl ester",0.5498,M11-4,11,4,ya,0.786,17248.0916
20.3135,22153,p-Octadecyloxyaniline,0.7541,M12-1,12,1,yf,1.11,19957.65766
20.3136,26692,"[4-(Indan-1-ylsulfamoyl)-2-methylphenoxy]acetic acid, methyl ester",0.6826,M2-1,2,1,yf,1.26,21184.12698
20.3136,26977,D-(+)-TREHALOSE DIHYDRATE,0.5989,M5-2,5,2,ya,0.945,28547.08995
20.3136,18499,"1,3-Dipentyl-heptabarbital",0.6262,M6-1,6,1,ya,1.21,15288.42975
20.3136,5089,"1-Phenyl-1-methyl-2,2-dibromo-cyclopropane",0.5368,M9-1,9,1,yf,1.08,4712.037037
20.3144,16783,p-Octadecyloxyaniline,0.816,M12-5,12,5,yf,1.01,16616.83168
20.3145,25503,"1,3-Dipentyl-heptabarbital",0.6309,M12-2,12,2,yf,1.17,21797.4359
20.3196,12852,"1,3-Dipentyl-heptabarbital",0.5941,M5-1,5,1,ya,0.973,13208.63309
20.3197,15633,p-Octadecyloxyaniline,0.722,M5-4,5,4,ya,0.874,17886.72769
20.3197,3276594,[16219560] lactobionic acid 2 [24.893],0.7835,M8-3,8,3,yf,0.958779423,3417463.829
20.3197,32292,p-Octadecyloxyaniline,0.5996,M10-2,10,2,yf,0.923,34985.91549
20.3197,16128,p-Octadecyloxyaniline,0.7229,M11-5,11,5,ya,0.976,16524.59016
20.3198,10245,"1,3-Dipentyl-heptabarbital",0.6389,M4-4,4,4,ya,0.59,17364.40678
20.3198,2597,"Phthalic acid, entyl undec-2-en-1-yl ester",0.5167,M5-2,5,2,ya,0.945,2748.148148
20.3198,25511,p-Octadecyloxyaniline,0.7207,M10-1,10,1,yf,1.07,23842.05607
20.3198,42656,"1,3-Dipentyl-heptabarbital",0.6126,M11-2,11,2,ya,0.933,45719.18542
20.3209,54032,[7427] D-(+) trehalose [24.752],0.532,M11-1,11,1,ya,1.05,51459.04762
20.3258,18810,p-Octadecyloxyaniline,0.6978,M1-1,1,1,ya,1.05,17914.28571
20.3259,10009,"1,3-Dipentyl-heptabarbital",0.6007,M1-5,1,5,ya,1.08,9267.592593
20.3259,10664,"1,3-Dipentyl-heptabarbital",0.5574,M4-2,4,2,ya,1.09,9783.486239
20.3259,3384,"oxalic acid, monoamide, N-cycloheptyl-, octyl ester",0.5369,M8-5,8,5,yf,1.19,2843.697479
20.3259,4448382,[16219560] lactobionic acid 2 [24.893],0.8201,M9-6,9,6,yf,1.067246333,4168093.027
20.3259,3479102,[16219560] lactobionic acid 2 [24.893],0.826,M12-6,12,6,yf,0.921003676,3777511.526
20.326,3070613,[16219560] lactobionic acid 2 [24.893],0.7341,M2-6,2,6,yf,1.073152649,2861301.236
20.3261,1208715,maltose,0.7483,M2-3,2,3,yf,1.027223171,1176681.985
20.3261,2332,"2,3-Dicyano-5,6-diphenylpyrazine",0.6086,M5-2,5,2,ya,0.945,2467.724868
20.3261,2522421,[16219560] lactobionic acid 2 [24.893],0.7925,M7-3,7,3,yf,1.165711342,2163847.008
20.3261,2416487,[16219560] lactobionic acid 2 [24.893],0.7923,M12-3,12,3,yf,1.069914829,2258578.847
20.327,2166979,[16219560] lactobionic acid 2 [24.893],0.7943,M7-6,7,6,yf,0.978901865,2213683.596
20.3322,1396,"Benzeneacetic acid, à-acetyl-2,4-dinitro-, ethyl ester",0.7523,M5-4,5,4,ya,0.874,1597.254005
20.3322,779703,"2-t-Butyl-thiazolidine-3,4-dicarboxylic acid, dimethyl ester",0.614,M9-3,9,3,yf,1.046478288,745073.2698
20.3322,654997,1-Chloromethyl-1-hexadecyloxy-1-silacyclohexane,0.5212,M11-3,11,3,ya,1.052280991,622454.4638
20.3323,1982,"2-Azaspiro[4.5]deca-1,6,9-trien-8-one, 3,3-dimethyl-1-(3,4,5-trimethoxyphenyl)-",0.7263,M8-1,8,1,yf,0.94,2108.510638
20.3384,111732,"9H-Carbazole-1-carboxylic acid, 4-(1H-indol-3-yl)-, methyl ester",0.5776,M4-3,4,3,ya,1.08069455,103389.0659
20.3384,864543,"18,19-Secoyohimban-19-oic acid, 16-methyl-, methyl ester, (15à,20.xi.)-",0.5319,M5-6,5,6,ya,0.652816243,1324328.261
20.3385,1805565,1-Chloromethyl-1-hexadecyloxy-1-silacyclohexane,0.5653,M4-6,4,6,ya,1.134936486,1590895.192
20.3386,504893,1-Chloromethyl-1-hexadecyloxy-1-silacyclohexane,0.5103,M3-6,3,6,ya,0.902066748,559706.9189
20.3448,1027,"Cobalt, bis(9-ethyl-9-fluorenyl)-",0.5074,M4-1,4,1,ya,1.32,778.030303
20.3448,11383,"2-Benzylthio-8-methyl-7-phenylpyrano[2,3-f]benzoxazol-6(H)-one",0.5568,M9-5,9,5,yf,1.03,11051.45631
20.3448,12625,"Silane, [[9-[[(dimethylpropylsilyl)oxy]methyl]-6a,7,8,10a-tetrahydro-6,6-dimethyl-3-pentyl-6H-dibenzo[b,d]pyran-1-yl]oxy]dimethylpropyl-, (6aR-trans)-",0.5219,M12-4,12,4,yf,0.947,13331.57339
20.3449,1434,"Caprolactone oxime, (NB)-O-[(diethylboryloxy)(ethyl)boryl]-",0.6216,M2-4,2,4,yf,0.947,1514.255544
20.3509,2043,"Adenosine, 3'-deoxy-3'-[[2-(dimethylamino)-3-(4-methoxyphenyl)-1-oxopropyl]amino]-N,N-dimethyl-, 2',5'-diacetate, (S)-",0.5357,M1-5,1,5,ya,1.08,1891.666667
20.3509,1176,"l-Alanine, N-(heptafluorobutyryl)-, pentadecyl ester",0.6297,M2-2,2,2,yf,1.01,1164.356436
20.3509,5815,3-Methyl-2-phenylindole,0.5569,M3-5,3,5,ya,0.892,6519.058296
20.351,118385,[6802] guanosine 2 [24.847],0.5787,M2-6,2,6,yf,1.073152649,110315.1543
20.351,85695,"6-Tetradecanesulfonic acid, butyl ester",0.6234,M4-5,4,5,ya,0.974,87982.5462
20.352,59702,[6802] guanosine 2 [24.847],0.601,M7-6,7,6,yf,0.978901865,60988.74887
20.3571,59417,"Heptadecane, 2,6,10,15-tetramethyl-",0.6892,M4-2,4,2,ya,1.09,54511.00917
